,0,1,2,3
2633,2,2,2,2
2634,8,8,8,8
2635,26,26,26,26
2636,25,25,25,25
2637,11,11,11,11
2638,8,11,8,11
2639,8,8,8,8
2640,17,17,17,17
2641,5,5,5,5
2642,5,5,5,5
2643,2,2,2,2
2644,5,5,5,5
2645,28,28,28,28
2646,28,28,28,28
2647,8,8,8,8
2648,5,5,5,5
2649,20,20,20,20
2650,10,10,26,10
2651,11,11,11,11
2652,25,25,25,25
2653,11,11,11,11
2654,15,15,15,15
2655,7,7,7,7
2656,13,13,13,13
2657,19,19,19,19
2658,5,5,5,5
2659,13,18,18,13
2660,10,26,10,10
2661,12,12,12,12
2662,26,26,26,26
2663,8,8,8,8
2664,2,2,2,2
2665,8,8,8,8
2666,1,1,1,1
2667,11,11,11,11
2668,7,7,7,7
2669,15,5,15,15
2670,11,11,11,11
2671,26,8,26,26
2672,28,28,28,28
2673,16,16,16,16
2674,11,11,11,11
2675,6,12,12,12
2676,9,9,9,9
2677,7,7,7,7
2678,8,8,8,8
2679,9,9,9,6
2680,5,5,5,5
2681,15,15,15,15
2682,9,9,9,9
2683,9,9,9,9
2684,11,11,11,11
2685,3,3,3,3
2686,5,26,5,26
2687,5,5,5,5
2688,20,20,20,20
2689,8,8,8,8
2690,19,19,19,19
2691,15,15,15,15
2692,16,16,16,16
2693,8,8,8,6
2694,16,16,16,16
2695,8,8,8,8
2696,7,7,7,7
2697,5,5,5,5
2698,12,28,12,12
2699,11,11,11,11
2700,19,19,19,19
2701,1,1,1,1
2702,5,5,5,5
2703,13,13,13,13
2704,5,5,5,5
2705,28,21,28,21
2706,5,5,5,5
2707,8,8,5,5
2708,2,2,2,2
2709,6,6,6,6
2710,13,13,13,13
2711,1,1,1,1
2712,6,5,6,5
2713,1,1,1,1
2714,8,8,8,8
2715,19,19,19,19
2716,7,7,7,7
2717,12,12,12,12
2718,5,5,5,5
2719,11,11,11,11
2720,11,11,11,11
2721,11,11,11,11
2722,5,5,5,5
2723,13,12,12,13
2724,5,5,5,5
2725,20,20,20,20
2726,19,19,19,19
2727,19,19,19,19
2728,23,23,23,23
2729,2,2,2,2
2730,11,11,11,11
2731,19,19,19,19
2732,19,19,19,19
2733,5,5,5,5
2734,19,19,19,19
2735,5,5,5,26
2736,5,5,5,5
2737,13,13,13,13
2738,25,25,25,25
2739,9,9,9,9
2740,13,13,13,13
2741,28,28,28,28
2742,11,11,11,11
2743,6,6,6,26
2744,26,26,26,26
2745,7,7,7,7
2746,5,5,5,5
2747,8,8,1,1
2748,6,6,6,6
2749,25,25,11,11
2750,28,28,28,28
2751,20,20,20,20
2752,8,8,8,8
2753,1,1,1,1
2754,28,28,28,28
2755,19,19,19,19
2756,19,19,19,26
2757,25,25,25,11
2758,7,7,7,7
2759,8,8,9,9
2760,14,14,14,27
2761,11,11,11,11
2762,11,25,25,11
2763,11,11,11,11
2764,5,5,5,5
2765,26,26,26,26
2766,28,28,28,28
2767,5,5,5,5
2768,16,16,16,16
2769,8,8,26,26
2770,1,1,1,1
2771,28,28,28,28
2772,11,11,11,11
2773,19,19,19,19
2774,11,11,11,11
2775,16,16,16,16
2776,11,11,30,11
2777,7,7,7,7
2778,8,8,8,8
2779,6,6,6,6
2780,17,17,17,17
2781,3,3,3,3
2782,19,19,19,19
2783,5,5,5,5
2784,28,28,28,28
2785,11,11,11,11
2786,6,25,25,6
2787,8,8,8,8
2788,15,15,15,15
2789,8,8,8,8
2790,26,26,10,10
2791,25,8,25,25
2792,6,8,8,8
2793,8,8,8,8
2794,7,7,11,7
2795,8,8,8,8
2796,12,12,12,12
2797,6,6,6,6
2798,8,8,8,8
2799,18,18,18,18
2800,11,11,11,11
2801,8,8,8,8
2802,5,5,5,5
2803,11,11,11,11
2804,28,28,28,28
2805,19,19,19,19
2806,25,25,25,25
2807,19,19,19,19
2808,7,7,7,7
2809,19,19,19,19
2810,13,13,13,13
2811,17,12,17,17
2812,15,15,15,15
2813,28,28,28,28
2814,13,13,13,13
2815,16,16,16,16
2816,19,19,19,19
2817,15,15,15,15
2818,7,7,7,7
2819,7,7,7,7
2820,11,11,11,11
2821,11,11,11,11
2822,16,16,16,16
2823,15,15,15,15
2824,6,26,6,26
2825,6,6,6,6
2826,11,11,11,11
2827,9,9,9,9
2828,11,11,11,11
2829,5,5,5,5
2830,5,5,5,5
2831,28,28,28,28
2832,17,17,17,17
2833,11,11,11,11
2834,25,25,25,25
2835,20,20,20,20
2836,1,1,1,1
2837,2,2,2,2
2838,28,28,28,28
2839,28,6,6,28
2840,26,26,26,11
2841,8,8,8,8
2842,11,11,11,11
2843,11,11,11,11
2844,11,11,11,11
2845,5,5,5,5
2846,14,14,14,14
2847,25,9,9,9
2848,5,5,5,5
2849,4,4,4,4
2850,2,2,2,2
2851,8,8,8,8
2852,25,25,25,25
2853,7,11,11,7
2854,6,9,9,6
2855,26,8,26,26
2856,11,11,11,11
2857,11,11,11,11
2858,17,17,17,17
2859,6,26,6,6
2860,20,20,20,20
2861,8,8,8,8
2862,8,8,8,6
2863,11,11,11,11
2864,15,15,15,15
2865,19,19,19,19
2866,28,28,28,28
2867,19,19,19,19
2868,11,11,11,11
2869,12,12,12,12
2870,9,25,9,25
2871,28,19,19,28
2872,5,5,5,5
2873,11,11,11,11
2874,11,11,11,11
2875,6,6,6,6
2876,28,6,28,6
2877,20,20,20,20
2878,5,5,5,5
2879,18,18,18,18
2880,1,1,1,1
2881,1,1,1,1
2882,8,8,8,8
2883,11,11,11,11
2884,8,8,8,8
2885,28,28,28,28
2886,9,9,9,9
2887,12,12,12,12
2888,19,19,19,19
2889,2,2,2,2
2890,5,5,5,5
2891,25,25,25,25
2892,19,19,19,19
2893,11,11,11,11
2894,26,10,10,26
2895,26,11,26,11
2896,28,28,28,28
2897,2,2,2,2
2898,5,5,5,5
2899,25,11,11,11
2900,12,12,12,12
2901,18,18,18,18
2902,17,17,17,17
2903,13,13,13,13
2904,19,19,19,19
2905,9,9,9,9
2906,12,12,12,12
2907,12,12,12,12
2908,17,17,17,17
2909,19,19,19,19
2910,7,7,7,7
2911,5,5,5,5
2912,15,15,15,15
2913,9,9,9,9
2914,6,2,8,9
2915,11,11,11,11
2916,16,16,16,16
2917,8,8,8,8
2918,6,6,6,6
2919,11,11,11,11
2920,17,17,17,17
2921,19,19,19,19
2922,26,8,26,26
2923,5,5,5,5
2924,6,6,6,6
2925,11,11,2,2
2926,2,2,2,2
2927,11,11,11,11
2928,8,8,8,8
2929,17,17,17,17
2930,6,6,6,6
2931,19,19,19,19
2932,1,1,1,7
2933,5,5,5,5
2934,25,25,25,25
2935,18,18,18,18
2936,17,17,17,17
2937,18,18,18,18
2938,11,11,11,11
2939,26,8,8,8
2940,6,25,6,6
2941,8,8,8,8
2942,28,28,28,28
2943,6,6,6,8
2944,8,8,11,8
2945,19,19,19,19
2946,7,7,7,7
2947,11,11,11,11
2948,19,19,19,19
2949,5,5,5,5
2950,26,26,26,26
2951,25,25,25,25
2952,25,25,25,25
2953,15,15,19,15
2954,6,9,9,9
2955,8,8,8,20
2956,6,2,2,6
2957,6,9,9,9
2958,7,7,7,7
2959,5,5,5,5
2960,19,19,19,19
2961,5,5,5,5
2962,8,8,8,8
2963,13,13,13,13
2964,9,9,9,9
2965,22,22,22,22
2966,7,7,7,25
2967,16,16,16,16
2968,28,28,28,28
2969,5,5,5,5
2970,1,1,1,1
2971,6,6,6,6
2972,17,12,12,17
2973,3,3,3,3
2974,11,11,11,11
2975,11,11,11,11
2976,25,25,25,25
2977,5,5,5,5
2978,20,1,1,1
2979,11,11,11,11
2980,11,11,11,11
2981,3,3,3,3
2982,19,19,19,19
2983,13,13,13,13
2984,11,11,11,11
2985,13,13,13,13
2986,8,8,8,8
2987,23,23,23,23
2988,19,19,19,19
2989,19,19,19,19
2990,11,11,11,11
2991,6,6,6,6
2992,5,5,5,5
2993,16,16,16,16
2994,11,11,11,11
2995,9,6,6,9
2996,9,9,9,9
2997,8,8,8,8
2998,11,11,11,11
2999,11,8,8,8
3000,28,28,28,28
3001,18,18,18,18
3002,9,17,9,9
3003,7,7,7,7
3004,20,11,11,20
3005,7,7,7,7
3006,1,1,1,1
3007,28,28,28,28
3008,11,11,11,11
3009,6,6,11,11
3010,11,11,11,11
3011,6,8,8,8
3012,25,25,25,25
3013,3,3,3,3
3014,25,25,25,25
3015,12,12,12,11
3016,18,18,18,18
3017,5,5,5,5
3018,6,8,8,8
3019,7,7,7,7
3020,15,15,15,15
3021,6,6,6,6
3022,1,1,1,1
3023,26,26,26,26
3024,26,26,26,26
3025,9,9,9,9
3026,28,28,28,28
3027,7,7,7,7
3028,9,15,15,9
3029,26,26,26,8
3030,4,4,4,4
3031,2,2,2,2
3032,1,1,1,1
3033,19,28,28,28
3034,10,10,10,10
3035,17,17,17,17
3036,28,28,28,28
3037,11,11,11,11
3038,7,7,7,7
3039,19,19,19,19
3040,5,5,5,5
3041,28,28,28,28
3042,11,26,11,26
3043,5,5,5,5
3044,28,28,28,28
3045,28,28,28,28
3046,2,2,2,2
3047,12,12,12,12
3048,8,8,8,8
3049,28,28,28,28
3050,28,28,28,28
3051,4,12,12,4
3052,5,5,5,5
3053,7,7,7,7
3054,28,28,28,28
3055,18,18,18,18
3056,9,9,9,9
3057,7,7,7,7
3058,20,20,20,20
3059,18,18,20,20
3060,26,26,10,26
3061,28,28,28,28
3062,12,12,12,12
3063,28,28,28,28
3064,12,12,12,12
3065,28,19,19,19
3066,1,1,1,1
3067,8,8,8,8
3068,9,30,9,9
3069,9,6,9,9
3070,8,8,26,8
3071,8,8,8,8
3072,12,12,28,12
3073,5,5,5,5
3074,7,7,7,7
3075,8,8,8,11
3076,15,29,29,15
3077,17,17,17,17
3078,30,30,30,30
3079,28,28,28,28
3080,9,28,28,9
3081,11,11,11,11
3082,10,26,26,26
3083,25,14,14,25
3084,11,22,22,22
3085,28,28,28,28
3086,9,9,25,9
3087,4,8,4,8
3088,1,1,1,1
3089,9,9,28,28
3090,25,25,25,25
3091,5,5,5,5
3092,8,8,8,8
3093,20,20,20,20
3094,9,8,9,9
3095,5,5,5,5
3096,26,26,26,26
3097,4,4,4,4
3098,6,6,6,8
3099,12,12,12,12
3100,28,28,28,28
3101,5,5,5,5
3102,28,28,28,28
3103,28,28,28,28
3104,26,8,26,26
3105,28,17,17,28
3106,16,16,16,16
3107,28,28,28,28
3108,10,10,23,10
3109,16,16,16,16
3110,20,20,20,20
3111,8,8,8,8
3112,8,6,8,8
3113,13,28,13,28
3114,28,28,28,28
3115,7,7,7,7
3116,17,28,17,17
3117,7,7,7,7
3118,28,25,9,25
3119,26,26,26,26
3120,8,8,8,8
3121,28,28,28,28
3122,28,28,28,28
3123,8,8,8,8
3124,25,9,9,9
3125,17,17,17,17
3126,11,28,28,28
3127,28,28,28,28
3128,28,28,28,28
3129,8,6,6,8
3130,28,28,28,28
3131,25,25,25,25
3132,28,28,28,19
3133,7,7,25,25
3134,8,8,8,8
3135,15,15,15,15
3136,8,6,6,6
3137,12,12,12,12
3138,25,28,7,28
3139,30,30,30,30
3140,6,26,26,6
3141,16,16,16,16
3142,5,5,5,5
3143,19,19,19,19
3144,12,12,12,12
3145,6,6,6,2
3146,26,26,26,26
3147,5,5,5,5
3148,6,6,6,6
3149,6,25,26,25
3150,12,12,12,12
3151,28,28,28,28
3152,15,15,15,15
3153,8,8,8,8
3154,4,4,4,4
3155,14,14,14,14
3156,8,8,8,8
3157,11,11,11,11
3158,5,5,5,5
3159,9,9,9,9
3160,11,11,28,28
3161,5,5,5,5
3162,9,6,9,9
3163,11,11,11,11
3164,18,18,18,18
3165,25,25,11,11
3166,28,28,28,28
3167,17,17,17,17
3168,3,3,3,3
3169,11,11,11,11
3170,8,8,8,8
3171,19,19,19,19
3172,16,16,16,16
3173,11,11,11,11
3174,11,11,11,11
3175,19,19,19,19
3176,11,11,11,11
3177,19,19,19,19
3178,11,11,11,11
3179,28,28,28,28
3180,19,19,19,19
3181,17,17,17,17
3182,28,28,28,28
3183,28,25,28,25
3184,28,28,28,28
3185,9,9,9,9
3186,11,11,11,11
3187,12,12,12,12
3188,11,11,11,11
3189,28,9,9,9
3190,5,5,5,5
3191,28,28,28,28
3192,2,2,2,2
3193,13,13,13,13
3194,1,1,1,1
3195,28,28,28,28
3196,5,5,5,5
3197,8,26,8,26
3198,28,28,28,28
3199,5,5,5,5
3200,28,28,28,28
3201,19,19,19,19
3202,19,19,19,19
3203,11,11,11,11
3204,6,6,6,6
3205,1,1,1,1
3206,11,11,11,11
3207,20,20,20,20
3208,19,19,19,19
3209,11,11,11,11
3210,11,11,11,11
3211,28,28,28,28
3212,11,11,11,11
3213,7,7,7,7
3214,19,19,19,19
3215,7,7,7,7
3216,5,5,5,5
3217,18,18,18,18
3218,11,11,11,11
3219,1,1,1,1
3220,15,15,15,15
3221,20,20,26,20
3222,17,17,17,17
3223,19,19,19,19
3224,12,9,9,12
3225,19,19,19,19
3226,11,11,11,11
3227,4,4,4,4
3228,11,11,11,11
3229,11,11,11,11
3230,8,8,8,8
3231,28,28,28,28
3232,11,11,11,11
3233,8,8,8,8
3234,12,12,12,12
3235,11,11,11,11
3236,8,8,8,8
3237,1,1,1,1
3238,11,11,11,11
3239,2,2,2,2
3240,8,8,8,8
3241,25,25,25,25
3242,6,6,6,6
3243,9,9,9,6
3244,10,10,10,10
3245,28,28,28,28
3246,11,11,11,11
3247,28,28,28,28
3248,5,5,5,5
3249,6,17,17,6
3250,1,7,1,7
3251,25,25,25,25
3252,21,21,21,21
3253,11,11,11,11
3254,1,1,1,1
3255,5,5,5,5
3256,14,14,14,14
3257,11,11,11,11
3258,28,28,28,28
3259,7,7,7,7
3260,13,13,13,25
3261,7,7,7,7
3262,17,17,17,17
3263,11,11,11,11
3264,17,17,17,17
3265,20,20,20,20
3266,8,6,8,8
3267,19,19,19,19
3268,5,5,5,5
3269,5,5,5,5
3270,1,1,1,1
3271,12,12,12,12
3272,26,8,8,8
3273,11,11,11,11
3274,9,9,9,9
3275,23,23,23,23
3276,19,19,19,19
3277,11,11,11,11
3278,28,28,28,28
3279,9,9,9,9
3280,15,15,15,15
3281,28,28,28,28
3282,1,1,8,8
3283,11,9,11,9
3284,5,5,5,5
3285,11,11,11,11
3286,28,28,28,28
3287,7,7,7,7
3288,28,28,28,28
3289,26,26,26,26
3290,28,28,28,28
3291,15,15,15,15
3292,11,11,11,11
3293,25,25,25,25
3294,28,28,28,28
3295,23,23,23,23
3296,8,8,8,8
3297,11,11,11,11
3298,19,19,19,19
3299,9,9,9,9
3300,7,7,7,7
3301,11,11,11,11
3302,25,25,25,25
3303,1,1,1,1
3304,17,28,28,28
3305,11,11,11,11
3306,11,11,11,11
3307,25,25,25,28
3308,19,19,19,19
3309,2,2,2,2
3310,17,17,17,17
3311,11,11,11,11
3312,10,10,10,10
3313,5,5,5,5
3314,28,28,28,28
3315,9,9,9,9
3316,8,8,8,8
3317,11,11,11,11
3318,9,12,9,12
3319,13,13,13,13
3320,6,6,6,6
3321,11,11,11,11
3322,11,11,11,11
3323,5,5,5,5
3324,18,18,18,18
3325,8,8,8,8
3326,11,11,11,11
3327,28,28,28,28
3328,10,10,10,10
3329,11,11,11,11
3330,28,28,28,26
3331,14,14,14,14
3332,12,12,12,12
3333,26,26,26,5
3334,14,14,14,14
3335,8,8,8,8
3336,1,1,1,1
3337,5,5,5,5
3338,28,28,28,28
3339,11,11,11,11
3340,18,18,18,18
3341,8,8,8,8
3342,19,19,19,19
3343,6,6,6,6
3344,28,28,28,28
3345,13,13,13,13
3346,11,11,11,11
3347,0,8,26,6
3348,5,5,5,5
3349,11,11,11,11
3350,1,1,1,1
3351,9,9,9,9
3352,11,11,11,11
3353,11,11,11,11
3354,19,19,19,19
3355,13,13,13,13
3356,5,5,5,5
3357,11,11,11,11
3358,11,11,11,11
3359,11,15,15,15
3360,28,11,11,28
3361,25,25,25,25
3362,12,12,12,12
3363,11,11,11,11
3364,19,19,19,19
3365,16,16,16,16
3366,11,11,11,11
3367,8,8,8,8
3368,11,11,11,11
3369,19,19,19,19
3370,5,5,5,5
3371,11,11,11,11
3372,11,11,11,11
3373,25,25,25,25
3374,1,1,1,1
3375,5,5,5,5
3376,6,6,6,6
3377,8,8,8,8
3378,8,8,8,8
3379,1,1,1,1
3380,11,11,11,11
3381,9,6,9,9
3382,25,25,11,11
3383,18,18,18,18
3384,28,28,28,28
3385,8,8,8,8
3386,1,2,1,2
3387,8,8,8,8
3388,11,11,11,11
3389,12,12,12,12
3390,26,26,26,26
3391,28,28,28,28
3392,8,8,8,8
3393,25,25,25,25
3394,16,16,16,16
3395,18,18,18,18
3396,3,3,3,3
3397,13,13,13,13
3398,19,19,19,19
3399,19,19,19,19
3400,18,18,18,18
3401,11,11,11,11
3402,19,19,19,19
3403,19,19,19,19
3404,25,25,25,1
3405,11,11,11,11
3406,8,8,8,8
3407,5,5,5,5
3408,11,6,11,6
3409,8,8,8,8
3410,28,28,28,28
3411,8,8,8,8
3412,15,15,15,9
3413,9,9,9,9
3414,19,19,19,19
3415,2,2,2,2
3416,18,18,18,18
3417,6,6,6,9
3418,5,5,5,5
3419,16,16,16,16
3420,18,18,18,18
3421,11,11,11,11
3422,11,11,11,11
3423,5,5,5,5
3424,17,17,17,17
3425,11,11,11,11
3426,13,13,13,13
3427,5,5,5,5
3428,8,8,8,8
3429,19,19,19,19
3430,11,11,11,11
3431,11,11,11,11
3432,28,28,28,28
3433,10,10,10,10
3434,5,5,5,5
3435,17,17,17,17
3436,13,13,13,13
3437,13,13,13,13
3438,10,10,21,10
3439,11,11,11,11
3440,5,5,5,5
3441,11,11,11,11
3442,5,5,5,5
3443,6,6,6,6
3444,6,6,6,6
3445,14,14,14,14
3446,11,11,11,11
3447,5,5,5,5
3448,9,9,9,9
3449,5,5,5,5
3450,16,16,16,16
3451,5,5,5,5
3452,11,11,11,11
3453,12,12,12,12
3454,11,11,11,11
3455,11,11,11,11
3456,19,19,19,19
3457,5,5,5,5
3458,7,7,7,7
3459,15,15,15,15
3460,25,25,25,25
3461,13,13,13,13
3462,1,1,1,1
3463,6,6,6,6
3464,27,27,27,27
3465,28,28,28,28
3466,4,4,4,4
3467,11,11,11,11
3468,16,16,16,16
3469,28,28,28,28
3470,11,11,11,11
3471,5,5,5,5
3472,1,1,1,1
3473,11,11,11,11
3474,5,5,5,5
3475,20,20,20,20
3476,28,28,28,28
3477,22,22,22,22
3478,28,28,28,28
3479,8,8,8,8
3480,5,5,5,5
3481,11,11,11,11
3482,6,6,6,6
3483,11,11,11,11
3484,19,19,19,19
3485,8,8,8,8
3486,25,25,25,25
3487,6,11,11,6
3488,5,5,5,5
3489,9,9,6,6
3490,28,28,17,28
3491,11,11,11,11
3492,6,6,6,6
3493,17,17,17,17
3494,1,1,1,1
3495,19,19,19,19
3496,20,20,20,20
3497,5,5,5,5
3498,11,11,11,11
3499,26,26,26,26
3500,8,8,8,8
3501,8,8,8,8
3502,1,1,1,1
3503,19,19,19,19
3504,12,12,12,12
3505,28,28,28,28
3506,12,12,12,12
3507,17,17,17,17
3508,28,28,28,28
3509,4,4,4,4
3510,28,28,28,28
3511,6,6,6,6
3512,12,12,12,12
3513,4,11,11,11
3514,8,8,8,8
3515,28,28,28,28
3516,12,12,12,12
3517,7,7,7,7
3518,1,1,1,1
3519,12,12,12,12
3520,11,11,11,11
3521,6,6,6,6
3522,6,6,6,6
3523,11,11,11,11
3524,7,7,7,7
3525,5,5,5,5
3526,20,20,20,20
3527,1,1,1,1
3528,12,12,12,12
3529,6,6,6,6
3530,3,3,3,3
3531,11,11,11,11
3532,5,5,5,5
3533,28,28,28,28
3534,6,6,6,6
3535,13,13,13,13
3536,25,25,11,25
3537,7,7,7,7
3538,8,8,8,8
3539,17,17,17,17
3540,28,28,28,28
3541,3,3,3,3
3542,25,25,25,25
3543,28,28,28,28
3544,9,9,9,9
3545,26,8,26,26
3546,4,4,4,4
3547,7,7,7,7
3548,9,9,9,9
3549,11,11,11,11
3550,5,5,5,5
3551,20,20,20,20
3552,27,27,27,27
3553,1,1,1,11
3554,28,28,28,28
3555,8,8,8,8
3556,28,28,28,28
3557,25,25,25,25
3558,7,7,7,7
3559,25,25,25,25
3560,9,9,9,9
3561,19,19,19,19
3562,6,6,6,6
3563,11,11,11,11
3564,6,6,6,6
3565,8,8,8,8
3566,17,17,17,17
3567,5,5,5,5
3568,28,28,28,28
3569,28,28,28,28
3570,15,15,15,15
3571,8,8,8,8
3572,7,7,7,7
3573,11,11,11,11
3574,5,5,5,5
3575,28,28,28,28
3576,11,11,11,11
3577,6,6,6,6
3578,19,19,19,19
3579,28,28,28,28
3580,8,8,8,8
3581,13,13,13,13
3582,7,7,7,7
3583,11,7,7,11
3584,25,25,25,25
3585,7,7,7,7
3586,28,28,28,28
3587,7,7,7,7
3588,11,11,11,11
3589,28,28,28,28
3590,17,6,17,17
3591,17,17,17,17
3592,13,13,13,13
3593,15,15,15,15
3594,11,11,11,11
3595,26,26,26,26
3596,7,7,7,7
3597,28,28,28,28
3598,9,9,9,9
3599,10,10,10,10
3600,5,5,5,5
3601,21,21,21,21
3602,5,5,5,5
3603,28,28,28,28
3604,11,11,11,11
3605,1,1,1,1
3606,28,28,28,28
3607,9,9,9,9
3608,28,28,28,28
3609,12,12,12,12
3610,28,28,28,28
3611,7,16,16,7
3612,12,12,12,12
3613,19,12,19,19
3614,5,5,5,5
3615,28,28,28,28
3616,9,9,9,9
3617,5,5,5,5
3618,9,9,17,17
3619,9,9,9,9
3620,12,12,12,12
3621,4,4,4,4
3622,9,26,26,26
3623,19,28,28,28
3624,28,28,28,28
3625,28,28,28,28
3626,5,5,5,5
3627,12,12,12,12
3628,9,9,9,9
3629,5,5,5,5
3630,25,25,9,25
3631,1,11,11,11
3632,12,12,12,12
3633,28,28,28,28
3634,28,9,9,9
3635,26,26,26,26
3636,11,11,11,11
3637,11,11,8,8
3638,11,11,11,11
3639,5,5,5,5
3640,11,11,11,11
3641,16,16,16,16
3642,19,19,19,19
3643,12,12,12,12
3644,25,25,25,25
3645,7,7,7,7
3646,15,15,15,15
3647,25,25,28,28
3648,27,27,27,27
3649,9,9,9,9
3650,12,12,12,12
3651,6,6,6,6
3652,11,9,9,9
3653,25,9,25,25
3654,6,6,6,6
3655,11,11,11,11
3656,2,2,2,2
3657,1,1,1,1
3658,9,9,9,9
3659,19,19,19,19
3660,8,8,8,8
3661,5,5,5,5
3662,26,26,26,26
3663,19,11,19,11
3664,15,15,15,15
3665,5,5,5,5
3666,28,28,28,28
3667,7,7,7,7
3668,12,12,12,12
3669,6,6,9,9
3670,25,25,9,9
3671,11,11,11,11
3672,28,28,28,28
3673,8,8,8,8
3674,15,15,15,15
3675,11,11,11,11
3676,12,12,12,12
3677,13,13,13,13
3678,3,3,3,3
3679,11,11,11,11
3680,7,7,7,7
3681,5,5,5,5
3682,6,6,6,6
3683,11,11,11,11
3684,28,28,28,28
3685,22,22,22,22
3686,18,18,18,18
3687,28,28,28,28
3688,11,11,11,11
3689,5,5,5,5
3690,5,5,5,5
3691,15,15,15,15
3692,2,2,2,2
3693,19,19,19,19
3694,14,14,29,14
3695,5,5,5,5
3696,5,5,5,5
3697,16,16,16,16
3698,11,11,11,11
3699,15,15,15,15
3700,11,11,11,11
3701,9,9,18,9
3702,4,4,4,4
3703,20,20,20,20
3704,19,19,19,19
3705,9,9,9,9
3706,6,6,6,6
3707,3,3,3,3
3708,5,5,5,5
3709,8,8,8,8
3710,11,11,11,11
3711,2,2,2,2
3712,11,11,11,11
3713,18,18,18,18
3714,6,6,6,6
3715,2,2,2,2
3716,26,26,26,26
3717,8,8,8,8
3718,13,13,13,13
3719,17,28,28,28
3720,20,20,20,20
3721,19,19,19,19
3722,14,15,14,14
3723,5,5,5,5
3724,17,17,28,17
3725,11,11,28,11
3726,25,4,11,11
3727,5,5,5,5
3728,5,5,5,5
3729,20,20,20,20
3730,19,15,19,19
3731,3,3,3,3
3732,11,11,11,12
3733,12,12,12,12
3734,28,28,28,28
3735,8,8,8,8
3736,11,11,11,11
3737,28,28,28,28
3738,8,8,8,8
3739,11,10,11,11
3740,2,2,2,2
3741,4,11,11,11
3742,25,25,25,25
3743,11,11,11,11
3744,11,11,11,11
3745,8,8,8,8
3746,13,13,13,13
3747,28,28,28,28
3748,11,11,11,11
3749,5,5,5,5
3750,5,5,5,5
3751,13,13,13,13
3752,11,11,11,11
3753,5,5,5,5
3754,11,5,5,11
3755,4,4,4,4
3756,11,11,11,11
3757,5,5,5,5
3758,5,5,5,5
3759,19,19,19,19
3760,11,11,11,11
3761,11,11,11,11
3762,11,11,11,11
3763,4,4,4,4
3764,27,27,27,27
3765,11,11,11,11
3766,11,11,11,11
3767,4,4,4,4
3768,11,11,11,11
3769,11,11,11,11
3770,20,20,26,20
3771,5,5,5,5
3772,28,17,28,17
3773,6,6,6,6
3774,28,26,28,28
3775,11,11,11,11
3776,19,19,19,19
3777,11,11,11,11
3778,28,19,28,19
3779,12,12,12,12
3780,8,8,8,8
3781,17,17,17,17
3782,12,12,12,12
3783,11,5,11,5
3784,15,15,15,15
3785,28,9,9,9
3786,11,11,11,11
3787,8,8,8,8
3788,13,13,13,13
3789,20,20,20,20
3790,8,11,8,11
3791,18,18,18,18
3792,8,5,8,5
3793,12,12,12,12
3794,28,28,28,28
3795,28,28,28,28
3796,9,9,9,9
3797,8,8,8,8
3798,6,6,6,6
3799,2,2,2,2
3800,9,9,9,9
3801,13,13,13,13
3802,20,20,20,20
3803,28,28,28,28
3804,5,5,5,5
3805,19,19,19,19
3806,5,5,5,5
3807,5,5,5,5
3808,9,3,9,9
3809,7,7,7,7
3810,28,6,6,28
3811,3,3,3,3
3812,2,2,2,2
3813,15,15,15,15
3814,12,12,12,12
3815,6,6,6,6
3816,5,5,5,5
3817,26,26,26,26
3818,15,15,15,15
3819,4,4,4,4
3820,6,6,6,6
3821,14,14,14,14
3822,17,17,17,28
3823,17,17,13,17
3824,12,12,12,12
3825,19,19,19,19
3826,11,11,11,11
3827,9,28,28,9
3828,5,5,5,5
3829,16,16,16,16
3830,19,19,19,19
3831,19,19,19,19
3832,5,5,5,5
3833,8,8,8,8
3834,12,12,12,12
3835,19,19,19,19
3836,17,17,17,17
3837,19,19,19,19
3838,19,19,19,19
3839,28,28,28,28
3840,25,25,25,25
3841,19,19,19,19
3842,22,22,22,22
3843,15,11,11,15
3844,28,28,28,28
3845,19,19,19,19
3846,6,6,6,6
3847,28,28,28,28
3848,2,2,2,2
3849,5,5,5,5
3850,11,11,11,11
3851,7,7,7,7
3852,9,9,9,9
3853,5,5,5,5
3854,11,11,11,11
3855,10,10,10,10
3856,13,13,13,13
3857,11,11,10,11
3858,8,8,8,8
3859,11,11,11,11
3860,28,28,28,28
3861,5,5,5,5
3862,11,11,11,11
3863,11,11,11,11
3864,20,20,20,20
3865,5,5,5,5
3866,11,11,11,11
3867,28,28,28,28
3868,25,25,25,25
3869,5,5,5,5
3870,11,11,11,11
3871,26,26,26,26
3872,9,9,9,9
3873,8,8,8,8
3874,5,5,5,5
3875,19,19,19,19
3876,28,28,28,28
3877,19,19,19,19
3878,12,12,12,12
3879,26,26,26,26
3880,1,1,1,1
3881,25,9,9,9
3882,8,8,8,8
3883,11,11,11,11
3884,7,7,7,7
3885,6,6,6,6
3886,12,12,12,12
3887,11,11,11,11
3888,8,8,8,8
3889,12,12,12,12
3890,3,3,3,3
3891,25,25,25,25
3892,12,12,12,12
3893,11,11,11,11
3894,11,11,11,11
3895,11,11,11,11
3896,12,12,12,12
3897,6,19,19,19
3898,13,13,13,13
3899,11,11,11,11
3900,25,25,25,25
3901,0,6,11,0
3902,5,5,5,5
3903,11,11,11,11
